Area,Item,Rainfall_Bin,Temp_Bin,Pest_Bin,Yield_Bin
Albania,Soybeans,Rain_High,Temp_Warm,Pest_Low,Yield_Low
Albania,Wheat,Rain_High,Temp_Warm,Pest_Low,Yield_Med
Albania,Maize,Rain_High,Temp_Warm,Pest_Low,Yield_Med
Albania,Potatoes,Rain_High,Temp_Warm,Pest_Low,Yield_High
Albania,Soybeans,Rain_High,Temp_Warm,Pest_Low,Yield_Low
Albania,Wheat,Rain_High,Temp_Warm,Pest_Low,Yield_Med
Albania,Maize,Rain_High,Temp_Warm,Pest_Low,Yield_Med
Albania,Potatoes,Rain_High,Temp_Warm,Pest_Low,Yield_High
Albania,Soybeans,Rain_High,Temp_Warm,Pest_Low,Yield_Low
Albania,Wheat,Rain_High,Temp_Warm,Pest_Low,Yield_Med
Albania,Maize,Rain_High,Temp_Warm,Pest_Low,Yield_Med
Albania,Potatoes,Rain_High,Temp_Warm,Pest_Low,Yield_High
Albania,Soybeans,Rain_High,Temp_Warm,Pest_Low,Yield_Low
Albania,Wheat,Rain_High,Temp_Warm,Pest_Low,Yield_Med
Albania,Maize,Rain_High,Temp_Warm,Pest_Low,Yield_Med
Albania,Potatoes,Rain_High,Temp_Warm,Pest_Low,Yield_High
Albania,Soybeans,Rain_High,Temp_Warm,Pest_Low,Yield_Low
Albania,Wheat,Rain_High,Temp_Warm,Pest_Low,Yield_Med
Albania,Maize,Rain_High,Temp_Warm,Pest_Low,Yield_Med
Albania,Potatoes,Rain_High,Temp_Warm,Pest_Low,Yield_High
Albania,Soybeans,Rain_High,Temp_Warm,Pest_Low,Yield_Low
Albania,Wheat,Rain_High,Temp_Warm,Pest_Low,Yield_Med
Albania,Maize,Rain_High,Temp_Warm,Pest_Low,Yield_Med
Albania,Potatoes,Rain_High,Temp_Warm,Pest_Low,Yield_High
Albania,Soybeans,Rain_High,Temp_Warm,Pest_Low,Yield_Low
Albania,Wheat,Rain_High,Temp_Warm,Pest_Low,Yield_Med
Albania,Maize,Rain_High,Temp_Warm,Pest_Low,Yield_Med
Albania,Potatoes,Rain_High,Temp_Warm,Pest_Low,Yield_High
Albania,Soybeans,Rain_High,Temp_Warm,Pest_Low,Yield_Low
Albania,Wheat,Rain_High,Temp_Warm,Pest_Low,Yield_Med
Albania,Maize,Rain_High,Temp_Warm,Pest_Low,Yield_Med
Albania,Potatoes,Rain_High,Temp_Warm,Pest_Low,Yield_High
Albania,Soybeans,Rain_High,Temp_Warm,Pest_Low,Yield_Low
Albania,Wheat,Rain_High,Temp_Warm,Pest_Low,Yield_Med
Albania,Maize,Rain_High,Temp_Warm,Pest_Low,Yield_Med
Albania,Potatoes,Rain_High,Temp_Warm,Pest_Low,Yield_High
Albania,Soybeans,Rain_High,Temp_Warm,Pest_Low,Yield_Low
Albania,Wheat,Rain_High,Temp_Warm,Pest_Low,Yield_Med
Albania,Maize,Rain_High,Temp_Warm,Pest_Low,Yield_Med
Albania,Potatoes,Rain_High,Temp_Warm,Pest_Low,Yield_High
Albania,Soybeans,Rain_High,Temp_Warm,Pest_Low,Yield_Low
Albania,Wheat,Rain_High,Temp_Warm,Pest_Low,Yield_Med
Albania,Maize,Rain_High,Temp_Warm,Pest_Low,Yield_Med
Albania,Potatoes,Rain_High,Temp_Warm,Pest_Low,Yield_High
Albania,Soybeans,Rain_High,Temp_Warm,Pest_Low,Yield_Low
Albania,Wheat,Rain_High,Temp_Warm,Pest_Low,Yield_Med
Albania,Maize,Rain_High,Temp_Warm,Pest_Low,Yield_Med
Albania,Potatoes,Rain_High,Temp_Warm,Pest_Low,Yield_High
Albania,Soybeans,Rain_High,Temp_Warm,Pest_Low,Yield_Low
Albania,Wheat,Rain_High,Temp_Warm,Pest_Low,Yield_Med
Albania,Maize,Rain_High,Temp_Warm,Pest_Low,Yield_Med
Albania,Potatoes,Rain_High,Temp_Warm,Pest_Low,Yield_High
Albania,Soybeans,Rain_High,Temp_Warm,Pest_Low,Yield_Low
Albania,Wheat,Rain_High,Temp_Warm,Pest_Low,Yield_Med
Albania,Maize,Rain_High,Temp_Warm,Pest_Low,Yield_Med
Albania,Potatoes,Rain_High,Temp_Warm,Pest_Low,Yield_High
Albania,Soybeans,Rain_High,Temp_Warm,Pest_Low,Yield_Low
Albania,Wheat,Rain_High,Temp_Warm,Pest_Low,Yield_Med
Algeria,Maize,Rain_Low,Temp_Warm,Pest_Low,Yield_Low
Algeria,Potatoes,Rain_Low,Temp_Warm,Pest_Low,Yield_Med
Algeria,"Rice, paddy",Rain_Low,Temp_Warm,Pest_Low,Yield_Med
Algeria,Sorghum,Rain_Low,Temp_Warm,Pest_Low,Yield_Low
Algeria,Wheat,Rain_Low,Temp_Warm,Pest_Low,Yield_Low
Algeria,Maize,Rain_Low,Temp_Warm,Pest_Low,Yield_Low
Algeria,Potatoes,Rain_Low,Temp_Warm,Pest_Low,Yield_High
Algeria,"Rice, paddy",Rain_Low,Temp_Warm,Pest_Low,Yield_Med
Algeria,Sorghum,Rain_Low,Temp_Warm,Pest_Low,Yield_Low
Algeria,Wheat,Rain_Low,Temp_Warm,Pest_Low,Yield_Low
Algeria,Maize,Rain_Low,Temp_Warm,Pest_Low,Yield_Low
Algeria,Potatoes,Rain_Low,Temp_Warm,Pest_Low,Yield_High
Algeria,"Rice, paddy",Rain_Low,Temp_Warm,Pest_Low,Yield_Low
Algeria,Sorghum,Rain_Low,Temp_Warm,Pest_Low,Yield_Med
Algeria,Wheat,Rain_Low,Temp_Warm,Pest_Low,Yield_Low
Algeria,Maize,Rain_Low,Temp_Warm,Pest_Low,Yield_Low
Algeria,Potatoes,Rain_Low,Temp_Warm,Pest_Low,Yield_High
Algeria,"Rice, paddy",Rain_Low,Temp_Warm,Pest_Low,Yield_Low
Algeria,Sorghum,Rain_Low,Temp_Warm,Pest_Low,Yield_Med
Algeria,Wheat,Rain_Low,Temp_Warm,Pest_Low,Yield_Low
Algeria,Maize,Rain_Low,Temp_Warm,Pest_Low,Yield_Low
Algeria,Potatoes,Rain_Low,Temp_Warm,Pest_Low,Yield_High
Algeria,"Rice, paddy",Rain_Low,Temp_Warm,Pest_Low,Yield_Low
Algeria,Wheat,Rain_Low,Temp_Warm,Pest_Low,Yield_Low
Algeria,Maize,Rain_Low,Temp_Warm,Pest_Low,Yield_Low
Algeria,Potatoes,Rain_Low,Temp_Warm,Pest_Low,Yield_High
Algeria,"Rice, paddy",Rain_Low,Temp_Warm,Pest_Low,Yield_Low
Algeria,Sorghum,Rain_Low,Temp_Warm,Pest_Low,Yield_Low
Algeria,Wheat,Rain_Low,Temp_Warm,Pest_Low,Yield_Low
Algeria,Maize,Rain_Low,Temp_Warm,Pest_Low,Yield_Low
Algeria,Potatoes,Rain_Low,Temp_Warm,Pest_Low,Yield_High
Algeria,"Rice, paddy",Rain_Low,Temp_Warm,Pest_Low,Yield_Low
Algeria,Sorghum,Rain_Low,Temp_Warm,Pest_Low,Yield_Low
Algeria,Wheat,Rain_Low,Temp_Warm,Pest_Low,Yield_Low
Algeria,Maize,Rain_Low,Temp_Warm,Pest_Low,Yield_Low
Algeria,Potatoes,Rain_Low,Temp_Warm,Pest_Low,Yield_High
Algeria,"Rice, paddy",Rain_Low,Temp_Warm,Pest_Low,Yield_Low
Algeria,Sorghum,Rain_Low,Temp_Warm,Pest_Low,Yield_Med
Algeria,Wheat,Rain_Low,Temp_Warm,Pest_Low,Yield_Low
Algeria,Maize,Rain_Low,Temp_Warm,Pest_Low,Yield_Low
Algeria,Potatoes,Rain_Low,Temp_Warm,Pest_Low,Yield_High
Algeria,"Rice, paddy",Rain_Low,Temp_Warm,Pest_Low,Yield_Low
Algeria,Sorghum,Rain_Low,Temp_Warm,Pest_Low,Yield_Low
Algeria,Wheat,Rain_Low,Temp_Warm,Pest_Low,Yield_Low
Algeria,Maize,Rain_Low,Temp_Warm,Pest_Low,Yield_Low
Algeria,Potatoes,Rain_Low,Temp_Warm,Pest_Low,Yield_High
Algeria,"Rice, paddy",Rain_Low,Temp_Warm,Pest_Low,Yield_Low
Algeria,Sorghum,Rain_Low,Temp_Warm,Pest_Low,Yield_Med
Algeria,Wheat,Rain_Low,Temp_Warm,Pest_Low,Yield_Low
Algeria,Maize,Rain_Low,Temp_Warm,Pest_Low,Yield_Med
Algeria,Potatoes,Rain_Low,Temp_Warm,Pest_Low,Yield_High
Algeria,"Rice, paddy",Rain_Low,Temp_Warm,Pest_Low,Yield_Low
Algeria,Sorghum,Rain_Low,Temp_Warm,Pest_Low,Yield_Med
Algeria,Wheat,Rain_Low,Temp_Warm,Pest_Low,Yield_Low
Algeria,Maize,Rain_Low,Temp_Warm,Pest_Low,Yield_Med
Algeria,Potatoes,Rain_Low,Temp_Warm,Pest_Low,Yield_High
Algeria,"Rice, paddy",Rain_Low,Temp_Warm,Pest_Low,Yield_Low
Algeria,Sorghum,Rain_Low,Temp_Warm,Pest_Low,Yield_Med
Algeria,Wheat,Rain_Low,Temp_Warm,Pest_Low,Yield_Low
Algeria,Maize,Rain_Low,Temp_Warm,Pest_Low,Yield_Med
Algeria,Potatoes,Rain_Low,Temp_Warm,Pest_Low,Yield_High
Algeria,"Rice, paddy",Rain_Low,Temp_Warm,Pest_Low,Yield_Low
Algeria,Sorghum,Rain_Low,Temp_Warm,Pest_Low,Yield_Med
Algeria,Wheat,Rain_Low,Temp_Warm,Pest_Low,Yield_Low
Algeria,Maize,Rain_Low,Temp_Warm,Pest_Low,Yield_Med
Algeria,Potatoes,Rain_Low,Temp_Warm,Pest_Low,Yield_High
Algeria,"Rice, paddy",Rain_Low,Temp_Warm,Pest_Low,Yield_Low
Algeria,Sorghum,Rain_Low,Temp_Warm,Pest_Low,Yield_Med
Algeria,Wheat,Rain_Low,Temp_Warm,Pest_Low,Yield_Low
Algeria,Maize,Rain_Low,Temp_Warm,Pest_Low,Yield_Med
Algeria,Potatoes,Rain_Low,Temp_Warm,Pest_Low,Yield_High
Algeria,"Rice, paddy",Rain_Low,Temp_Warm,Pest_Low,Yield_Low
Algeria,Sorghum,Rain_Low,Temp_Warm,Pest_Low,Yield_Med
Algeria,Wheat,Rain_Low,Temp_Warm,Pest_Low,Yield_Low
Algeria,Maize,Rain_Low,Temp_Warm,Pest_Low,Yield_Med
Algeria,Potatoes,Rain_Low,Temp_Warm,Pest_Low,Yield_High
Algeria,"Rice, paddy",Rain_Low,Temp_Warm,Pest_Low,Yield_Low
Algeria,Sorghum,Rain_Low,Temp_Warm,Pest_Low,Yield_Med
Algeria,Wheat,Rain_Low,Temp_Warm,Pest_Low,Yield_Low
Algeria,Maize,Rain_Low,Temp_Warm,Pest_Med,Yield_High
Algeria,Potatoes,Rain_Low,Temp_Warm,Pest_Med,Yield_High
Algeria,"Rice, paddy",Rain_Low,Temp_Warm,Pest_Med,Yield_Low
Algeria,Sorghum,Rain_Low,Temp_Warm,Pest_Med,Yield_High
Algeria,Wheat,Rain_Low,Temp_Warm,Pest_Med,Yield_Low
Algeria,Maize,Rain_Low,Temp_Warm,Pest_Med,Yield_Med
Algeria,Potatoes,Rain_Low,Temp_Warm,Pest_Med,Yield_High
Algeria,"Rice, paddy",Rain_Low,Temp_Warm,Pest_Med,Yield_Low
Algeria,Sorghum,Rain_Low,Temp_Warm,Pest_Med,Yield_Med
Algeria,Wheat,Rain_Low,Temp_Warm,Pest_Med,Yield_Low
Algeria,Maize,Rain_Low,Temp_Warm,Pest_Low,Yield_Med
Algeria,Potatoes,Rain_Low,Temp_Warm,Pest_Low,Yield_High
Algeria,"Rice, paddy",Rain_Low,Temp_Warm,Pest_Low,Yield_Low
Algeria,Sorghum,Rain_Low,Temp_Warm,Pest_Low,Yield_High
Algeria,Wheat,Rain_Low,Temp_Warm,Pest_Low,Yield_Low
Algeria,Maize,Rain_Low,Temp_Warm,Pest_Low,Yield_Med
Algeria,Potatoes,Rain_Low,Temp_Warm,Pest_Low,Yield_High
Algeria,"Rice, paddy",Rain_Low,Temp_Warm,Pest_Low,Yield_Low
Algeria,Sorghum,Rain_Low,Temp_Warm,Pest_Low,Yield_Med
Algeria,Wheat,Rain_Low,Temp_Warm,Pest_Low,Yield_Low
Algeria,Maize,Rain_Low,Temp_Warm,Pest_Med,Yield_Low
Algeria,Potatoes,Rain_Low,Temp_Warm,Pest_Med,Yield_High
Algeria,"Rice, paddy",Rain_Low,Temp_Warm,Pest_Med,Yield_Low
Algeria,Sorghum,Rain_Low,Temp_Warm,Pest_Med,Yield_High
Algeria,Wheat,Rain_Low,Temp_Warm,Pest_Med,Yield_Low
Algeria,Maize,Rain_Low,Temp_Warm,Pest_Med,Yield_Med
Algeria,Potatoes,Rain_Low,Temp_Warm,Pest_Med,Yield_High
Algeria,"Rice, paddy",Rain_Low,Temp_Warm,Pest_Med,Yield_Low
Algeria,Sorghum,Rain_Low,Temp_Warm,Pest_Med,Yield_High
Algeria,Wheat,Rain_Low,Temp_Warm,Pest_Med,Yield_Low
Algeria,Maize,Rain_Low,Temp_Warm,Pest_Med,Yield_Med
Algeria,Potatoes,Rain_Low,Temp_Warm,Pest_Med,Yield_High
Algeria,"Rice, paddy",Rain_Low,Temp_Warm,Pest_Med,Yield_Low
Algeria,Sorghum,Rain_Low,Temp_Warm,Pest_Med,Yield_Med
Algeria,Wheat,Rain_Low,Temp_Warm,Pest_Med,Yield_Low
Angola,Cassava,Rain_Med,Temp_Warm,Pest_Low,Yield_Med
Angola,Maize,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Potatoes,Rain_Med,Temp_Warm,Pest_Low,Yield_Med
Angola,"Rice, paddy",Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Sweet potatoes,Rain_Med,Temp_Warm,Pest_Low,Yield_High
Angola,Wheat,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Cassava,Rain_Med,Temp_Warm,Pest_Low,Yield_Med
Angola,Maize,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Potatoes,Rain_Med,Temp_Warm,Pest_Low,Yield_Med
Angola,"Rice, paddy",Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Sweet potatoes,Rain_Med,Temp_Warm,Pest_Low,Yield_High
Angola,Wheat,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Cassava,Rain_Med,Temp_Warm,Pest_Low,Yield_Med
Angola,Maize,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Potatoes,Rain_Med,Temp_Warm,Pest_Low,Yield_Med
Angola,"Rice, paddy",Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Sweet potatoes,Rain_Med,Temp_Warm,Pest_Low,Yield_High
Angola,Wheat,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Cassava,Rain_Med,Temp_Warm,Pest_Low,Yield_Med
Angola,Maize,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Potatoes,Rain_Med,Temp_Warm,Pest_Low,Yield_Med
Angola,"Rice, paddy",Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Sweet potatoes,Rain_Med,Temp_Warm,Pest_Low,Yield_High
Angola,Wheat,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Cassava,Rain_Med,Temp_Warm,Pest_Low,Yield_Med
Angola,Maize,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Potatoes,Rain_Med,Temp_Warm,Pest_Low,Yield_High
Angola,"Rice, paddy",Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Sweet potatoes,Rain_Med,Temp_Warm,Pest_Low,Yield_High
Angola,Wheat,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Cassava,Rain_Med,Temp_Warm,Pest_Low,Yield_Med
Angola,Maize,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Potatoes,Rain_Med,Temp_Warm,Pest_Low,Yield_Med
Angola,"Rice, paddy",Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Sweet potatoes,Rain_Med,Temp_Warm,Pest_Low,Yield_High
Angola,Wheat,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Cassava,Rain_Med,Temp_Warm,Pest_Low,Yield_Med
Angola,Maize,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Potatoes,Rain_Med,Temp_Warm,Pest_Low,Yield_Med
Angola,"Rice, paddy",Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Sweet potatoes,Rain_Med,Temp_Warm,Pest_Low,Yield_High
Angola,Wheat,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Cassava,Rain_Med,Temp_Warm,Pest_Low,Yield_Med
Angola,Maize,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Potatoes,Rain_Med,Temp_Warm,Pest_Low,Yield_Med
Angola,"Rice, paddy",Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Sweet potatoes,Rain_Med,Temp_Warm,Pest_Low,Yield_Med
Angola,Wheat,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Cassava,Rain_Med,Temp_Warm,Pest_Low,Yield_Med
Angola,Maize,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Potatoes,Rain_Med,Temp_Warm,Pest_Low,Yield_Med
Angola,"Rice, paddy",Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Sweet potatoes,Rain_Med,Temp_Warm,Pest_Low,Yield_Med
Angola,Wheat,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Cassava,Rain_Med,Temp_Warm,Pest_Low,Yield_Med
Angola,Maize,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Potatoes,Rain_Med,Temp_Warm,Pest_Low,Yield_Med
Angola,"Rice, paddy",Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Sweet potatoes,Rain_Med,Temp_Warm,Pest_Low,Yield_High
Angola,Wheat,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Cassava,Rain_Med,Temp_Warm,Pest_Low,Yield_High
Angola,Maize,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Potatoes,Rain_Med,Temp_Warm,Pest_Low,Yield_Med
Angola,"Rice, paddy",Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Sorghum,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Soybeans,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Sweet potatoes,Rain_Med,Temp_Warm,Pest_Low,Yield_Med
Angola,Wheat,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Cassava,Rain_Med,Temp_Warm,Pest_Low,Yield_High
Angola,Maize,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Potatoes,Rain_Med,Temp_Warm,Pest_Low,Yield_Med
Angola,"Rice, paddy",Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Sorghum,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Soybeans,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Sweet potatoes,Rain_Med,Temp_Warm,Pest_Low,Yield_Med
Angola,Wheat,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Cassava,Rain_Med,Temp_Warm,Pest_Low,Yield_High
Angola,Maize,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Potatoes,Rain_Med,Temp_Warm,Pest_Low,Yield_Med
Angola,"Rice, paddy",Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Sorghum,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Soybeans,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Sweet potatoes,Rain_Med,Temp_Warm,Pest_Low,Yield_Med
Angola,Wheat,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Cassava,Rain_Med,Temp_Warm,Pest_Low,Yield_High
Angola,Maize,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Potatoes,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,"Rice, paddy",Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Sorghum,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Soybeans,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Sweet potatoes,Rain_Med,Temp_Warm,Pest_Low,Yield_Med
Angola,Wheat,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Cassava,Rain_Med,Temp_Warm,Pest_Low,Yield_High
Angola,Maize,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Potatoes,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,"Rice, paddy",Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Sorghum,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Soybeans,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Sweet potatoes,Rain_Med,Temp_Warm,Pest_Low,Yield_Med
Angola,Wheat,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Cassava,Rain_Med,Temp_Warm,Pest_Low,Yield_High
Angola,Maize,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Potatoes,Rain_Med,Temp_Warm,Pest_Low,Yield_Med
Angola,"Rice, paddy",Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Sorghum,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Soybeans,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Sweet potatoes,Rain_Med,Temp_Warm,Pest_Low,Yield_Med
Angola,Wheat,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Cassava,Rain_Med,Temp_Warm,Pest_Low,Yield_High
Angola,Maize,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Potatoes,Rain_Med,Temp_Warm,Pest_Low,Yield_Med
Angola,"Rice, paddy",Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Sorghum,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Soybeans,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Sweet potatoes,Rain_Med,Temp_Warm,Pest_Low,Yield_Med
Angola,Wheat,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Cassava,Rain_Med,Temp_Warm,Pest_Low,Yield_High
Angola,Maize,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Potatoes,Rain_Med,Temp_Warm,Pest_Low,Yield_High
Angola,"Rice, paddy",Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Sorghum,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Soybeans,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Sweet potatoes,Rain_Med,Temp_Warm,Pest_Low,Yield_Med
Angola,Wheat,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Cassava,Rain_Med,Temp_Warm,Pest_Low,Yield_High
Angola,Maize,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Potatoes,Rain_Med,Temp_Warm,Pest_Low,Yield_High
Angola,"Rice, paddy",Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Sorghum,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Soybeans,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Sweet potatoes,Rain_Med,Temp_Warm,Pest_Low,Yield_Med
Angola,Wheat,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Cassava,Rain_Med,Temp_Warm,Pest_Low,Yield_High
Angola,Maize,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Potatoes,Rain_Med,Temp_Warm,Pest_Low,Yield_High
Angola,"Rice, paddy",Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Sorghum,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Soybeans,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Sweet potatoes,Rain_Med,Temp_Warm,Pest_Low,Yield_Med
Angola,Wheat,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Cassava,Rain_Med,Temp_Warm,Pest_Low,Yield_High
Angola,Maize,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Potatoes,Rain_Med,Temp_Warm,Pest_Low,Yield_High
Angola,"Rice, paddy",Rain_Med,Temp_Warm,Pest_Low,Yield_Low
Angola,Sorghum,Rain_Med,Temp_Warm,Pest_Low,Yield_Low
